,Unnamed: 0,Datetime,Tweet Id,Text,Username,Clean,Language
600,600,2023-01-23 09:20:51+00:00,1617452291925372929,"Medalla on inflation: We expect to be below 4% by Q3 or Q4 2023, and we expect to be below 2% in early 2024, considering base effects. Historically the longest we've had elevated inflation is 15 months. We expect the same.",wddeguzman,Medalla inflation: We expect Q3 Q4 expect early considering base effects Historically longest we've elevated inflation months We expect,en
601,601,2023-01-23 09:17:21+00:00,1617451410102317056,"Diokno on inflation &amp; interest rates: We are doing everything to address high inflation including importation and support for agriculture. We anticipated higher rates in the 2023 budget, and our debt market is dominated by local players. https://t.co/1JhD8E8qR3",wddeguzman,Diokno inflation interest rates: We address high inflation including importation support agriculture We anticipated higher rates budget debt market dominated local players,en
602,602,2023-01-23 09:15:11+00:00,1617450865454989313,"Economist and Albay 2nd District Rep. Joey Salceda has backed President Ferdinand Marcos Jr.’s vision of a good Philippine economy for 2023, saying that headline inflation rates would ease down to 4.0 percent by mid-year.

READ: https://t.co/pR3SiBIbWC
📰 https://t.co/SE3wS2laPL https://t.co/kIIFzptYbg",nowyouknowph,Economist Albay nd District Rep Joey Salceda backed President Ferdinand Marcos Jr s vision good Philippine economy saying headline inflation rates ease percent mid-year READ:,en
605,605,2023-01-23 08:42:47+00:00,1617442708909588481,"Medalla: Inflation is high but data point to a return to the target. Meanwhile, forex pressures have dissipated. We've been more aggressive in tightening because of inflation and inflation expectations. https://t.co/FlOPNO9thv",wddeguzman,Medalla: Inflation high data point return target Meanwhile forex pressures dissipated We've aggressive tightening inflation inflation expectations,en
606,606,2023-01-23 08:35:32+00:00,1617440885612089344,"@DOF_PH @SecBenDiokno: To address high inflation without impeding growth, we are implementing a carefully calibrated mix of monetary and fiscal measures over the near term.",DBMgovph,: To address high inflation impeding growth implementing carefully calibrated mix monetary fiscal measures near term,en
607,607,2023-01-23 08:29:36+00:00,1617439393249374208,"Diokno hints at a strong Q4 GDP report. ""We expect to have finished the year strongly."" The report will be released on Thursday, January 26. Diokno also assures investors PH will address elevated inflation without compromising economic growth. https://t.co/Y1x9qunTFG",wddeguzman,"Diokno hints strong Q4 GDP report ""We expect finished year strongly "" The report released Thursday January Diokno assures investors PH address elevated inflation compromising economic growth",en
608,608,2023-01-23 08:25:10+00:00,1617438277296087040,"inflation is real! 
yun dating worth na 3k grocery, pumalo na ng 5k, huhuhu",whitelight25,inflation real yun dating worth k grocery pumalo k huhuhu,en
609,609,2023-01-23 08:19:26+00:00,1617436834631671809,"📌 Year-on-Year Inflation Rates by Commodity Group, Central Luzon: December 2022 (2018=100) 📌

Read more: https://t.co/JwdxDLxZFl https://t.co/bKBvEHn0Mb",PSA_RSSO3,Year-on-Year Inflation Rates Commodity Group Central Luzon: December (2018=100) Read more:,en
610,610,2023-01-23 08:05:57+00:00,1617433442865811460,"#Budget2023 Govt debt up 2.75 times to ₹155 lakh cr; GDP, per capita need boost, says Congress https://t.co/rYozsWBMaa #debt #inflation #GDP",FortuneIndia,Govt debt times lakh cr GDP capita need boost says Congress,en
611,611,2023-01-23 07:47:30+00:00,1617428798575882240,Inflation is affecting all prices.,Angiemeadking,Inflation affecting prices,en
613,613,2023-01-23 06:21:31+00:00,1617407159477719041,"Economist and Albay 2nd District Rep. Joey Salceda has backed President Ferdinand Marcos Jr.’s vision of a good Philippine economy for 2023, saying that headline inflation rates would ease down to 4.0 percent by mid-year. | @GabrielLaluINQ https://t.co/K4nY53fHix",inquirerdotnet,Economist Albay nd District Rep Joey Salceda backed President Ferdinand Marcos Jr s vision good Philippine economy saying headline inflation rates ease percent mid-year,en
614,614,2023-01-23 05:40:00+00:00,1617396710380109824,"Share prices rose last week, with the main index closing at the 7,000-point level, on favorable inflation outlook and promising corporate earnings.

https://t.co/3bY6ZRCxfe",BusinessMirror,Share prices rose week main index closing -point level favorable inflation outlook promising corporate earnings,en
615,615,2023-01-23 05:37:16+00:00,1617396024242216962,"$PSEI - Salceda backs Marcos’ vision of PH economy with no recession, inflation dip to 4.0% https://t.co/EU6a3RevPk

https://t.co/nS6W59uS4H #PSETODAY #PSEI #Philippines",psetoday,PSEI - Salceda backs Marcos vision PH economy recession inflation dip,en
616,616,2023-01-23 05:31:33+00:00,1617394583985590277,Wala na. Nag-anniversary message na si President. Hahaha nangmotivate lng magwork at tutukan daw mga critical projects. At nandagdag ng work. Pero walang salary increase despite the added workload and steep inflation.,dave_rgent,Wala Nag-anniversary message si President Hahaha nangmotivate lng magwork tutukan daw critical projects At nandagdag work Pero salary increase despite added workload steep inflation,en
617,617,2023-01-23 04:44:10+00:00,1617382661093470210,@inquirerdotnet Very Inflation Prone?,OopsMTG,Very Inflation Prone,en
618,618,2023-01-23 04:30:30+00:00,1617379221805867008,"The country’s economic growth likely moderated in the fourth quarter from the previous quarter, with high inflation dampening consumption spending, but full-year 2022 gross domestic product (GDP) growth is expected to have been higher than 2021’s.   https://t.co/3L7nY8OapP",PhilippineStar,The countrys economic growth likely moderated fourth quarter previous quarter high inflation dampening consumption spending full-year gross domestic product (GDP) growth expected higher s,en
621,621,2023-01-23 04:03:35+00:00,1617372446222606336,@datumx11 Economic recovery! Means very high inflation rate...  You make me laugh! 😅😄😀😊😀😄😅😊😄,jorell_orencio,Economic recovery Means high inflation rate You laugh,en
622,622,2023-01-23 03:36:26+00:00,1617365617023291392,"📌 Central Luzon's Inflation Rate, Consumer Price Index (CPI) and Purchasing Power of Peso (PPP), December 2022 (2018 = 100)  📌

Read more: https://t.co/JwdxDLxZFl https://t.co/w4YzadOI2H",PSA_RSSO3,Central Luzon's Inflation Rate Consumer Price Index (CPI) Purchasing Power Peso (PPP) December (2018 = ) Read more:,en
623,623,2023-01-23 03:35:27+00:00,1617365367931932672,"📌 Central Luzon's Inflation Rate, December 2022 (2018 = 100)  📌

Read more: https://t.co/JwdxDLxZFl https://t.co/YGw2lJV2Mn",PSA_RSSO3,Central Luzon's Inflation Rate December (2018 = ) Read more:,en
624,624,2023-01-23 02:12:25+00:00,1617344473113202690,Inflation and all,MellissaRosal,Inflation,en
625,625,2023-01-23 01:57:25+00:00,1617340697794707458,Save Half Off a Sam's Club Membership and Help Ease Inflation https://t.co/eOI6nzquxm #realestatebusiness #digitalmarketingstrategist #digitalmarketingservices #strivingforgreatness #podcasting #businesscoach #socialmediamanagement #digitalmarketing ...,yvirtualangel,Save Half Off Sam's Club Membership Help Ease Inflation,en
627,627,2023-01-23 01:50:16+00:00,1617338897813630977,The BSP added that “The adjustment in the interest rate ceiling considers the upward trend in domestic interest rates on account of high inflation and the BSP’s efforts to counter the same through successive policy rate hikes.” @UTradePH,usi_research,The BSP added The adjustment interest rate ceiling considers upward trend domestic interest rates account high inflation BSPs efforts counter successive policy rate hikes,en
628,628,2023-01-23 00:42:23+00:00,1617321815222947840,"Benefits of stock investing

- Create passive income
- Beat inflation
- Help you save on taxes
- Achieve your financial goals",alvin_marti,Benefits stock investing- Create passive income- Beat inflation- Help save taxes- Achieve financial goals,en
629,629,2023-01-23 00:34:13+00:00,1617319756763377664,"NiNOY:The Filipino is worth dying for.
IMELDA:Win or lose, we go shopping.
PNOY:I only want to be an honorable son,a caring brother &amp; a good citizen.
DUTERTE:Putang ina...putang ina...
BBM: 6% inflation? We're not that high... ano ba...",maysinag,NiNOY:The Filipino worth dying IMELDA:Win lose shopping PNOY:I want honorable son caring brother good citizen DUTERTEutang ina putang ina BBM: inflation We're high ba,en
630,630,2023-01-23 00:01:17+00:00,1617311471381405696,"6. Risk of monetary policy inefficacy: An increase in the use of CBDC may reduce the effectiveness of monetary policy tools, such as setting interest rates, that central banks use to control inflation.",Glu_tton_00024,Risk monetary policy inefficacy: An increase use CBDC reduce effectiveness monetary policy tools setting interest rates central banks use control inflation,en
631,631,2023-01-22 23:49:38+00:00,1617308537327345664,@POTUS Maybe you'd better speak to @federalreserve because they seem to be watching a different game. Employment won't matter a thing when the housing market collapses with defaults on home loans. #DejaVu 2008? Your exported inflation is causing 3rd world countries recessionary grief!,PaulDSteiner,Maybe you'd better speak watching different game Employment won't matter thing housing market collapses defaults home loans Your exported inflation causing rd world countries recessionary grief,en
632,632,2023-01-22 23:36:37+00:00,1617305264344137728,"China's reopening comes with a $720 billion inflation bomb due to excess savings of Chinese households. Keep an eye on the impact on global commodity prices and tourism.
#China #inflation #economy",Consyder,China's reopening comes 720 billion inflation bomb excess savings Chinese households Keep eye impact global commodity prices tourism,en
633,633,2023-01-22 22:41:35+00:00,1617291413393408000,"The Philippines will be resilient in the projected global recession this year, as inflation that peaked in 2022 is expected to “settle” by June this year, an economist in the House of Representatives predicted on Sunday, Jan. 22. https://t.co/qbCCfSf2eI | @onenewsph",PhilippineStar,The Philippines resilient projected global recession year inflation peaked expected settle June year economist House Representatives predicted Sunday Jan,en
634,634,2023-01-22 22:10:43+00:00,1617283646083444736,"@eveforamerica The guy takes glee in pushing $369B as part of the delusional Inflation Act then says we have to live in our budget..🙄

https://t.co/hgu1SGoi4C",ChuckSteeleSr,The guy takes glee pushing 369B delusional Inflation Act says live budget,en
635,635,2023-01-22 21:14:44+00:00,1617269557881610240,"@POTUS Nope.

Joe Biden already taxed corporations making all food, goods and services raising the cost on American families and you ""printed money"" causing inflation.

The current average tax on American families is 21%, so you're complaining about 2% when you caused massive inflation.",CharlesRingling,"Nope Joe Biden taxed corporations making food goods services raising cost American families ""printed money"" causing inflation The current average tax American families you're complaining caused massive inflation",en
636,636,2023-01-22 20:11:06+00:00,1617253543789871109,"Consensus sentiment is nearly as bearish as it was at 3,500 despite a measly pullback on $SPX as we now sit at 3,950

Like rabid dogs they all froth at the mouth at false narratives like “sticky inflation” 

The aggregate bond market is LEADING

Yields are ⬇️ 
$DXY ⬇️

$BTC ⬆️",IcedTraders,Consensus sentiment nearly bearish despite measly pullback SPX sit Like rabid dogs froth mouth false narratives like sticky inflation The aggregate bond market LEADINGYields DXY BTC,en
